VSG,pct,day,parasites
c3778_g2_i1_d18_1392,.001,26,1
c3778_g2_i1_d18_1392,.001,30,1
c3778_g3_i1_d18_1581,0.01403686,6,280.7372006
c3778_g3_i1_d18_1581,0.593658007,12,593.6580074
c3778_g3_i1_d18_1581,0.326426729,14,26114.13831
c3778_g3_i1_d18_1581,.001,18,1
c3778_g3_i1_d18_1581,.001,21,1
c3778_g3_i1_d18_1581,.001,24,1
c3778_g3_i1_d18_1581,.001,26,1
c3778_g3_i1_d18_1581,.001,30,1
c1376_g1_i1_d14_1321,0.01220085,6,244.0169948
c1376_g1_i1_d14_1321,0.017865562,12,17.86556241
c1376_g1_i1_d14_1321,.001,14,1
c1376_g1_i1_d14_1321,.001,18,1
c1376_g1_i1_d14_1321,.001,21,1
c1376_g1_i1_d14_1321,.001,24,1
c1376_g1_i1_d14_1321,.001,26,1
c1376_g1_i1_d14_1321,0.040679549,30,40.67954855
c1469_g1_i1_d21_976,0.012162389,6,243.2477847
c1469_g1_i1_d21_976,.001,12,1
c1469_g1_i1_d21_976,.001,14,1
c1469_g1_i1_d21_976,.001,18,1
c1469_g1_i1_d21_976,0.027093718,21,3251.246188
c1469_g1_i1_d21_976,0.147967176,24,1479.67176
c1469_g1_i1_d21_976,0.183787022,26,183.7870223
c1469_g1_i1_d21_976,0.016178086,30,16.17808642
c4563_g1_i1_d14_1408,0.010663968,6,213.2793699
c4563_g1_i1_d14_1408,0.03283145,12,32.83145047
c4563_g1_i1_d14_1408,.001,14,1
c4563_g1_i1_d14_1408,0.013889336,18,833.3601345
c4563_g1_i1_d14_1408,0.021801136,21,2616.136354
c4563_g1_i1_d14_1408,0.037199038,24,371.9903818
c4563_g1_i1_d14_1408,.001,26,1
c4563_g1_i1_d14_1408,0.02532605,30,25.32604969
c4209_g2_i1_d6-7_1392,0.010551488,6,211.0297698
c4209_g2_i1_d6-7_1392,2.505796107,12,2505.796107
c4209_g2_i1_d6-7_1392,0.084401574,14,6752.125899
c4209_g2_i1_d6-7_1392,0.128219416,18,7693.164965
c4209_g2_i1_d6-7_1392,.001,21,1
c4209_g2_i1_d6-7_1392,.001,24,1
c4209_g2_i1_d6-7_1392,.001,26,1
c4209_g2_i1_d6-7_1392,.001,30,1
c3733_g1_i1_d30_948,.001,6,1
c3733_g1_i1_d30_948,.001,12,1
c3733_g1_i1_d30_948,.001,14,1
c3733_g1_i1_d30_948,.001,18,1
c3733_g1_i1_d30_948,0.024279567,21,2913.548033
c3733_g1_i1_d30_948,0.04402732,24,440.2731994
c3733_g1_i1_d30_948,0.109470859,26,109.4708585
c3733_g1_i1_d30_948,.001,30,1
c2595_g1_i2_d12_1449,.001,6,1
c2595_g1_i2_d12_1449,.001,12,1
c2595_g1_i2_d12_1449,0.010641073,14,851.2858749
c2595_g1_i2_d12_1449,0.06267188,18,3760.312822
c2595_g1_i2_d12_1449,.001,21,1
c2595_g1_i2_d12_1449,.001,24,1
c2595_g1_i2_d12_1449,.001,26,1
c2595_g1_i2_d12_1449,.001,30,1
c4483_g5_i1_d21_943,.001,6,1
c4483_g5_i1_d21_943,.001,12,1
c4483_g5_i1_d21_943,.001,14,1
c4483_g5_i1_d21_943,.001,18,1
c4483_g5_i1_d21_943,0.019101428,21,2292.171406
c4483_g5_i1_d21_943,0.170333702,24,1703.337021
c4483_g5_i1_d21_943,0.388630355,26,388.6303547
c4483_g5_i1_d21_943,0.01945974,30,19.45973999
c914_g1_i1_d12_1542,.001,6,1
c914_g1_i1_d12_1542,62.15786089,12,62157.86089
c914_g1_i1_d12_1542,44.78242872,14,3582594.298
c914_g1_i1_d12_1542,0.026685178,18,1601.110661
c914_g1_i1_d12_1542,.001,21,1
c914_g1_i1_d12_1542,.001,24,1
c914_g1_i1_d12_1542,.001,26,1
c914_g1_i1_d12_1542,.001,30,1
c377_g1_i1_d6-7_1350,.001,6,1
c377_g1_i1_d6-7_1350,.001,12,1
c377_g1_i1_d6-7_1350,.001,14,1
c377_g1_i1_d6-7_1350,.001,18,1
c377_g1_i1_d6-7_1350,.001,21,1
c377_g1_i1_d6-7_1350,0.032657865,24,326.5786515
c377_g1_i1_d6-7_1350,.001,26,1
c377_g1_i1_d6-7_1350,0.011038599,30,11.03859868
c4596_g3_i2_d14_1497,.001,6,1
c4596_g3_i2_d14_1497,1.138684854,12,1138.684854
c4596_g3_i2_d14_1497,.001,14,1
c4596_g3_i2_d14_1497,10.41630884,18,624978.5303
c4596_g3_i2_d14_1497,0.232848792,21,27941.85508
c4596_g3_i2_d14_1497,1.11603258,24,11160.3258
c4596_g3_i2_d14_1497,0.419187114,26,419.1871136
c4596_g3_i2_d14_1497,.001,30,1
c3981_g4_i1_d30_1542,.001,6,1
c3981_g4_i1_d30_1542,.001,12,1
c3981_g4_i1_d30_1542,.001,14,1
c3981_g4_i1_d30_1542,.001,18,1
c3981_g4_i1_d30_1542,.001,21,1
c3981_g4_i1_d30_1542,.001,24,1
c3981_g4_i1_d30_1542,0.326012235,26,326.0122347
c3981_g4_i1_d30_1542,.001,30,1
c3801_g2_i4_d18_1029,.001,6,1
c3801_g2_i4_d18_1029,0.019765865,12,19.76586511
c3801_g2_i4_d18_1029,.001,14,1
c3801_g2_i4_d18_1029,0.015136285,18,908.1771196
c3801_g2_i4_d18_1029,0.033641351,21,4036.962128
c3801_g2_i4_d18_1029,0.065952964,24,659.5296384
c3801_g2_i4_d18_1029,0.029138903,26,29.13890281
c3801_g2_i4_d18_1029,.001,30,1
c4596_g2_i1_d14_1422,.001,6,1
c4596_g2_i1_d14_1422,0.639675515,12,639.6755155
c4596_g2_i1_d14_1422,.001,14,1
c4596_g2_i1_d14_1422,.001,18,1
c4596_g2_i1_d14_1422,.001,21,1
c4596_g2_i1_d14_1422,.001,24,1
c4596_g2_i1_d14_1422,.001,26,1
c4596_g2_i1_d14_1422,.001,30,1
c3761_g2_i1_d26_1392,.001,6,1
c3761_g2_i1_d26_1392,.001,12,1
c3761_g2_i1_d26_1392,0.040040583,14,3203.246626
c3761_g2_i1_d26_1392,0.011144472,18,668.6683141
c3761_g2_i1_d26_1392,.001,21,1
c3761_g2_i1_d26_1392,.001,24,1
c3761_g2_i1_d26_1392,.001,26,1
c3761_g2_i1_d26_1392,.001,30,1
c2565_g1_i1_d12_1500,.001,6,1
c2565_g1_i1_d12_1500,0.723783043,12,723.7830429
c2565_g1_i1_d12_1500,.001,14,1
c2565_g1_i1_d12_1500,.001,18,1
c2565_g1_i1_d12_1500,.001,21,1
c2565_g1_i1_d12_1500,.001,24,1
c2565_g1_i1_d12_1500,.001,26,1
c2565_g1_i1_d12_1500,.001,30,1
c2414_g1_i3_d18_1404,.001,6,1
c2414_g1_i3_d18_1404,.001,12,1
c2414_g1_i3_d18_1404,.001,14,1
c2414_g1_i3_d18_1404,0.124328045,18,7459.682682
c2414_g1_i3_d18_1404,.001,21,1
c2414_g1_i3_d18_1404,.001,24,1
c2414_g1_i3_d18_1404,.001,26,1
c2414_g1_i3_d18_1404,.001,30,1
c4596_g1_i1_d14_1519,.001,6,1
c4596_g1_i1_d14_1519,.001,12,1
c4596_g1_i1_d14_1519,0.031978574,14,2558.285932
c4596_g1_i1_d14_1519,.001,18,1
c4596_g1_i1_d14_1519,.001,21,1
c4596_g1_i1_d14_1519,.001,24,1
c4596_g1_i1_d14_1519,.001,26,1
c4596_g1_i1_d14_1519,.001,30,1
c3790_g1_i1_d26_1497,.001,6,1
c3790_g1_i1_d26_1497,0.566560862,12,566.5608624
c3790_g1_i1_d26_1497,0.424666213,14,33973.29706
c3790_g1_i1_d26_1497,.001,18,1
c3790_g1_i1_d26_1497,.001,21,1
c3790_g1_i1_d26_1497,.001,24,1
c3790_g1_i1_d26_1497,.001,26,1
c3790_g1_i1_d26_1497,.001,30,1
c1999_g1_i1_d18_1302,.001,6,1
c1999_g1_i1_d18_1302,19.91681567,12,19916.81567
c1999_g1_i1_d18_1302,49.82102476,14,3985681.981
c1999_g1_i1_d18_1302,.001,18,1
c1999_g1_i1_d18_1302,.001,21,1
c1999_g1_i1_d18_1302,.001,24,1
c1999_g1_i1_d18_1302,.001,26,1
c1999_g1_i1_d18_1302,.001,30,1
c4621_g1_i1_d14_1551,.001,6,1
c4621_g1_i1_d14_1551,1.400476804,12,1400.476804
c4621_g1_i1_d14_1551,0.839630753,14,67170.4602
c4621_g1_i1_d14_1551,.001,18,1
c4621_g1_i1_d14_1551,.001,21,1
c4621_g1_i1_d14_1551,.001,24,1
c4621_g1_i1_d14_1551,.001,26,1
c4621_g1_i1_d14_1551,.001,30,1
c3963_g1_i1_d30_1512,.001,6,1
c3963_g1_i1_d30_1512,0.360988665,12,360.9886654
c3963_g1_i1_d30_1512,0.053663243,14,4293.059479
c3963_g1_i1_d30_1512,.001,18,1
c3963_g1_i1_d30_1512,.001,21,1
c3963_g1_i1_d30_1512,.001,24,1
c3963_g1_i1_d30_1512,.001,26,1
c3963_g1_i1_d30_1512,.001,30,1
c3312_g1_i1_d18_1575,.001,6,1
c3312_g1_i1_d18_1575,0.228308256,12,228.3082557
c3312_g1_i1_d18_1575,.001,14,1
c3312_g1_i1_d18_1575,.001,18,1
c3312_g1_i1_d18_1575,.001,21,1
c3312_g1_i1_d18_1575,.001,24,1
c3312_g1_i1_d18_1575,.001,26,1
c3312_g1_i1_d18_1575,.001,30,1
c2673_g1_i1_d14_1439,.001,6,1
c2673_g1_i1_d14_1439,0.223585734,12,223.585734
c2673_g1_i1_d14_1439,.001,14,1
c2673_g1_i1_d14_1439,.001,18,1
c2673_g1_i1_d14_1439,.001,21,1
c2673_g1_i1_d14_1439,.001,24,1
c2673_g1_i1_d14_1439,.001,26,1
c2673_g1_i1_d14_1439,0.059004843,30,59.00484275
c580_g1_i1_d12_1454,.001,6,1
c580_g1_i1_d12_1454,0.183315914,12,183.3159139
c580_g1_i1_d12_1454,.001,14,1
c580_g1_i1_d12_1454,.001,18,1
c580_g1_i1_d12_1454,.001,21,1
c580_g1_i1_d12_1454,.001,24,1
c580_g1_i1_d12_1454,.001,26,1
c580_g1_i1_d12_1454,.001,30,1
c4361_g1_i1_d21_1458,.001,6,1
c4361_g1_i1_d21_1458,0.172721102,12,172.7211025
c4361_g1_i1_d21_1458,0.092610383,14,7408.830665
c4361_g1_i1_d21_1458,28.05565405,18,1683339.243
c4361_g1_i1_d21_1458,.001,21,1
c4361_g1_i1_d21_1458,.001,24,1
c4361_g1_i1_d21_1458,.001,26,1
c4361_g1_i1_d21_1458,.001,30,1
c470_g1_i1_d12_1461,.001,6,1
c470_g1_i1_d12_1461,0.146302652,12,146.3026521
c470_g1_i1_d12_1461,0.051054156,14,4084.332446
c470_g1_i1_d12_1461,0.02279653,18,1367.791813
c470_g1_i1_d12_1461,.001,21,1
c470_g1_i1_d12_1461,.001,24,1
c470_g1_i1_d12_1461,.001,26,1
c470_g1_i1_d12_1461,.001,30,1
c4596_g4_i1_d14_1383,.001,6,1
c4596_g4_i1_d14_1383,0.129120848,12,129.1208478
c4596_g4_i1_d14_1383,.001,14,1
c4596_g4_i1_d14_1383,0.263018987,18,15781.13922
c4596_g4_i1_d14_1383,14.05186412,21,1686223.695
c4596_g4_i1_d14_1383,.001,24,1
c4596_g4_i1_d14_1383,.001,26,1
c4596_g4_i1_d14_1383,.001,30,1
c3604_g1_i3_d18_1482,.001,6,1
c3604_g1_i3_d18_1482,0.114906497,12,114.9064968
c3604_g1_i3_d18_1482,.001,14,1
c3604_g1_i3_d18_1482,0.051943258,18,3116.595481
c3604_g1_i3_d18_1482,.001,21,1
c3604_g1_i3_d18_1482,.001,24,1
c3604_g1_i3_d18_1482,.001,26,1
c3604_g1_i3_d18_1482,.001,30,1
c2548_g1_i1_d12_1494,.001,6,1
c2548_g1_i1_d12_1494,0.05927515,12,59.27514981
c2548_g1_i1_d12_1494,.001,14,1
c2548_g1_i1_d12_1494,0.015407694,18,924.4616639
c2548_g1_i1_d12_1494,0.026303018,21,3156.362111
c2548_g1_i1_d12_1494,.001,24,1
c2548_g1_i1_d12_1494,.001,26,1
c2548_g1_i1_d12_1494,.001,30,1
c329_g1_i1_d12_1533,.001,6,1
c329_g1_i1_d12_1533,0.054356223,12,54.35622279
c329_g1_i1_d12_1533,.001,14,1
c329_g1_i1_d12_1533,.001,18,1
c329_g1_i1_d12_1533,.001,21,1
c329_g1_i1_d12_1533,.001,24,1
c329_g1_i1_d12_1533,0.16348449,26,163.4844903
c329_g1_i1_d12_1533,0.038538392,30,38.53839201
c4996_g1_i1_d12_1476,.001,6,1
c4996_g1_i1_d12_1476,0.044137251,12,44.13725146
c4996_g1_i1_d12_1476,.001,14,1
c4996_g1_i1_d12_1476,.001,18,1
c4996_g1_i1_d12_1476,0.034984771,21,4198.172491
c4996_g1_i1_d12_1476,.001,24,1
c4996_g1_i1_d12_1476,.001,26,1
c4996_g1_i1_d12_1476,.001,30,1
c473_g1_i1_d12_1605,.001,6,1
c473_g1_i1_d12_1605,0.043195348,12,43.19534848
c473_g1_i1_d12_1605,0.010371211,14,829.6969188
c473_g1_i1_d12_1605,.001,18,1
c473_g1_i1_d12_1605,.001,21,1
c473_g1_i1_d12_1605,.001,24,1
c473_g1_i1_d12_1605,.001,26,1
c473_g1_i1_d12_1605,.001,30,1
c3444_g1_i1_d18_1419,.001,6,1
c3444_g1_i1_d18_1419,0.04104106,12,41.04106024
c3444_g1_i1_d18_1419,.001,14,1
c3444_g1_i1_d18_1419,5.039117037,18,302347.0222
c3444_g1_i1_d18_1419,0.018367082,21,2204.049869
c3444_g1_i1_d18_1419,0.221402854,24,2214.028541
c3444_g1_i1_d18_1419,0.084115051,26,84.11505138
c3444_g1_i1_d18_1419,.001,30,1
c1620_g1_i1_d12_1413,.001,6,1
c1620_g1_i1_d12_1413,0.038791873,12,38.79187315
c1620_g1_i1_d12_1413,.001,14,1
c1620_g1_i1_d12_1413,.001,18,1
c1620_g1_i1_d12_1413,.001,21,1
c1620_g1_i1_d12_1413,.001,24,1
c1620_g1_i1_d12_1413,.001,26,1
c1620_g1_i1_d12_1413,.001,30,1
c2524_g1_i1_d6-7_1452,.001,6,1
c2524_g1_i1_d6-7_1452,0.031829309,12,31.82930935
c2524_g1_i1_d6-7_1452,.001,14,1
c2524_g1_i1_d6-7_1452,.001,18,1
c2524_g1_i1_d6-7_1452,.001,21,1
c2524_g1_i1_d6-7_1452,.001,24,1
c2524_g1_i1_d6-7_1452,.001,26,1
c2524_g1_i1_d6-7_1452,.001,30,1
c3790_g6_i2_d26_1512,.001,6,1
c3790_g6_i2_d26_1512,0.030321274,12,30.32127392
c3790_g6_i2_d26_1512,.001,14,1
c3790_g6_i2_d26_1512,.001,18,1
c3790_g6_i2_d26_1512,.001,21,1
c3790_g6_i2_d26_1512,.001,24,1
c3790_g6_i2_d26_1512,.001,26,1
c3790_g6_i2_d26_1512,.001,30,1
c3205_g1_i1_d26_1422,.001,6,1
c3205_g1_i1_d26_1422,0.020367197,12,20.36719745
c3205_g1_i1_d26_1422,.001,14,1
c3205_g1_i1_d26_1422,0.445890589,18,26753.43534
c3205_g1_i1_d26_1422,.001,21,1
c3205_g1_i1_d26_1422,.001,24,1
c3205_g1_i1_d26_1422,.001,26,1
c3205_g1_i1_d26_1422,.001,30,1
c6551_g1_i1_d21_1482,.001,6,1
c6551_g1_i1_d21_1482,.001,12,1
c6551_g1_i1_d21_1482,.001,14,1
c6551_g1_i1_d21_1482,5.488617735,18,329317.0641
c6551_g1_i1_d21_1482,26.38044801,21,3165653.761
c6551_g1_i1_d21_1482,.001,24,1
c6551_g1_i1_d21_1482,.001,26,1
c6551_g1_i1_d21_1482,.001,30,1
c5532_g2_i2_d24_1007,.001,6,1
c5532_g2_i2_d24_1007,.001,12,1
c5532_g2_i2_d24_1007,.001,14,1
c5532_g2_i2_d24_1007,.001,18,1
c5532_g2_i2_d24_1007,.001,21,1
c5532_g2_i2_d24_1007,0.158017931,24,1580.179313
c5532_g2_i2_d24_1007,0.036282998,26,36.28299833
c5532_g2_i2_d24_1007,.001,30,1
c3738_g2_i1_d18_1404,.001,6,1
c3738_g2_i1_d18_1404,.001,12,1
c3738_g2_i1_d18_1404,.001,14,1
c3738_g2_i1_d18_1404,.001,18,1
c3738_g2_i1_d18_1404,0.02771802,21,3326.162432
c3738_g2_i1_d18_1404,.001,24,1
c3738_g2_i1_d18_1404,.001,26,1
c3738_g2_i1_d18_1404,.001,30,1
c452_g1_i1_d21_1533,.001,6,1
c452_g1_i1_d21_1533,.001,12,1
c452_g1_i1_d21_1533,.001,14,1
c452_g1_i1_d21_1533,.001,18,1
c452_g1_i1_d21_1533,0.124272743,21,14912.72911
c452_g1_i1_d21_1533,.001,24,1
c452_g1_i1_d21_1533,.001,26,1
c452_g1_i1_d21_1533,.001,30,1
c353_g1_i1_d6-7_948,.001,6,1
c353_g1_i1_d6-7_948,.001,12,1
c353_g1_i1_d6-7_948,.001,14,1
c353_g1_i1_d6-7_948,.001,18,1
c353_g1_i1_d6-7_948,0.016514322,21,1981.718633
c353_g1_i1_d6-7_948,0.189293932,24,1892.939317
c353_g1_i1_d6-7_948,.001,26,1
c353_g1_i1_d6-7_948,.001,30,1
c3724_g1_i3_d26_1371,.001,6,1
c3724_g1_i3_d26_1371,.001,12,1
c3724_g1_i3_d26_1371,.001,14,1
c3724_g1_i3_d26_1371,0.108039329,18,6482.359743
c3724_g1_i3_d26_1371,.001,21,1
c3724_g1_i3_d26_1371,.001,24,1
c3724_g1_i3_d26_1371,.001,26,1
c3724_g1_i3_d26_1371,.001,30,1
c4500_g2_i2_d21_1395,.001,6,1
c4500_g2_i2_d21_1395,.001,12,1
c4500_g2_i2_d21_1395,.001,14,1
c4500_g2_i2_d21_1395,.001,18,1
c4500_g2_i2_d21_1395,0.60670324,21,72804.38877
c4500_g2_i2_d21_1395,0.116182289,24,1161.82289
c4500_g2_i2_d21_1395,.001,26,1
c4500_g2_i2_d21_1395,.001,30,1
c3688_g1_i1_d26_1500,.001,6,1
c3688_g1_i1_d26_1500,.001,12,1
c3688_g1_i1_d26_1500,.001,14,1
c3688_g1_i1_d26_1500,.001,18,1
c3688_g1_i1_d26_1500,0.019307571,21,2316.908573
c3688_g1_i1_d26_1500,0.382508476,24,3825.084755
c3688_g1_i1_d26_1500,1.719920239,26,1719.920239
c3688_g1_i1_d26_1500,.001,30,1
c2721_g1_i1_d14_1380,.001,6,1
c2721_g1_i1_d14_1380,.001,12,1
c2721_g1_i1_d14_1380,.001,14,1
c2721_g1_i1_d14_1380,0.281657337,18,16899.44023
c2721_g1_i1_d14_1380,.001,21,1
c2721_g1_i1_d14_1380,.001,24,1
c2721_g1_i1_d14_1380,.001,26,1
c2721_g1_i1_d14_1380,.001,30,1
c1696_g1_i1_d12_1582,.001,6,1
c1696_g1_i1_d12_1582,.001,12,1
c1696_g1_i1_d12_1582,.001,14,1
c1696_g1_i1_d12_1582,0.084646396,18,5078.783755
c1696_g1_i1_d12_1582,.001,21,1
c1696_g1_i1_d12_1582,.001,24,1
c1696_g1_i1_d12_1582,.001,26,1
c1696_g1_i1_d12_1582,.001,30,1
c4517_g2_i1_d21_1467,.001,6,1
c4517_g2_i1_d21_1467,.001,12,1
c4517_g2_i1_d21_1467,.001,14,1
c4517_g2_i1_d21_1467,3.176191745,18,190571.5047
c4517_g2_i1_d21_1467,34.64996658,21,4157995.99
c4517_g2_i1_d21_1467,.001,24,1
c4517_g2_i1_d21_1467,.001,26,1
c4517_g2_i1_d21_1467,.001,30,1
c4459_g2_i1_d21_1469,.001,6,1
c4459_g2_i1_d21_1469,.001,12,1
c4459_g2_i1_d21_1469,.001,14,1
c4459_g2_i1_d21_1469,0.023001102,18,1380.066097
c4459_g2_i1_d21_1469,0.231602198,21,27792.26382
c4459_g2_i1_d21_1469,0.040293327,24,402.9332729
c4459_g2_i1_d21_1469,.001,26,1
c4459_g2_i1_d21_1469,.001,30,1
c3743_g1_i1_d18_1465,.001,6,1
c3743_g1_i1_d18_1465,.001,12,1
c3743_g1_i1_d18_1465,.001,14,1
c3743_g1_i1_d18_1465,0.147727749,18,8863.664952
c3743_g1_i1_d18_1465,.001,21,1
c3743_g1_i1_d18_1465,.001,24,1
c3743_g1_i1_d18_1465,.001,26,1
c3743_g1_i1_d18_1465,.001,30,1
c3764_g1_i1_d26_1479,.001,6,1
c3764_g1_i1_d26_1479,.001,12,1
c3764_g1_i1_d26_1479,.001,14,1
c3764_g1_i1_d26_1479,.001,18,1
c3764_g1_i1_d26_1479,.001,21,1
c3764_g1_i1_d26_1479,0.148512499,24,1485.124993
c3764_g1_i1_d26_1479,.001,26,1
c3764_g1_i1_d26_1479,.001,30,1
c5527_g1_i2_d24_1479,.001,6,1
c5527_g1_i2_d24_1479,.001,12,1
c5527_g1_i2_d24_1479,.001,14,1
c5527_g1_i2_d24_1479,.001,18,1
c5527_g1_i2_d24_1479,0.012745555,21,1529.466639
c5527_g1_i2_d24_1479,0.324435046,24,3244.350465
c5527_g1_i2_d24_1479,.001,26,1
c5527_g1_i2_d24_1479,.001,30,1
c4454_g1_i1_d21_1473,.001,6,1
c4454_g1_i1_d21_1473,.001,12,1
c4454_g1_i1_d21_1473,.001,14,1
c4454_g1_i1_d21_1473,0.204217746,18,12253.06476
c4454_g1_i1_d21_1473,0.242104107,21,29052.49288
c4454_g1_i1_d21_1473,.001,24,1
c4454_g1_i1_d21_1473,.001,26,1
c4454_g1_i1_d21_1473,.001,30,1
c5477_g4_i1_d24_1624,.001,6,1
c5477_g4_i1_d24_1624,.001,12,1
c5477_g4_i1_d24_1624,.001,14,1
c5477_g4_i1_d24_1624,0.0361944,18,2171.664005
c5477_g4_i1_d24_1624,0.188113092,21,22573.57104
c5477_g4_i1_d24_1624,6.197908988,24,61979.08988
c5477_g4_i1_d24_1624,.001,26,1
c5477_g4_i1_d24_1624,.001,30,1
c4124_g1_i1_d14_1272,.001,6,1
c4124_g1_i1_d14_1272,.001,12,1
c4124_g1_i1_d14_1272,.001,14,1
c4124_g1_i1_d14_1272,.001,18,1
c4124_g1_i1_d14_1272,.001,21,1
c4124_g1_i1_d14_1272,0.093040598,24,930.4059843
c4124_g1_i1_d14_1272,.001,26,1
c4124_g1_i1_d14_1272,.001,30,1
c3770_g2_i1_d26_1545,.001,6,1
c3770_g2_i1_d26_1545,.001,12,1
c3770_g2_i1_d26_1545,.001,14,1
c3770_g2_i1_d26_1545,.001,18,1
c3770_g2_i1_d26_1545,.001,21,1
c3770_g2_i1_d26_1545,0.358166869,24,3581.668686
c3770_g2_i1_d26_1545,0.88424145,26,884.24145
c3770_g2_i1_d26_1545,.001,30,1
c3678_g1_i1_d18_1348,.001,6,1
c3678_g1_i1_d18_1348,.001,12,1
c3678_g1_i1_d18_1348,.001,14,1
c3678_g1_i1_d18_1348,0.015370687,18,922.2412332
c3678_g1_i1_d18_1348,0.082841791,21,9941.0149
c3678_g1_i1_d18_1348,.001,24,1
c3678_g1_i1_d18_1348,.001,26,1
c3678_g1_i1_d18_1348,.001,30,1
c3724_g1_i1_d18_1441,.001,6,1
c3724_g1_i1_d18_1441,.001,12,1
c3724_g1_i1_d18_1441,.001,14,1
c3724_g1_i1_d18_1441,0.105938065,18,6356.283923
c3724_g1_i1_d18_1441,.001,21,1
c3724_g1_i1_d18_1441,.001,24,1
c3724_g1_i1_d18_1441,.001,26,1
c3724_g1_i1_d18_1441,.001,30,1
c3865_g1_i3_d18_1395,.001,6,1
c3865_g1_i3_d18_1395,.001,12,1
c3865_g1_i3_d18_1395,.001,14,1
c3865_g1_i3_d18_1395,0.320038115,18,19202.28692
c3865_g1_i3_d18_1395,2.542476383,21,305097.166
c3865_g1_i3_d18_1395,.001,24,1
c3865_g1_i3_d18_1395,.001,26,1
c3865_g1_i3_d18_1395,.001,30,1
c5527_g3_i1_d24_1446,.001,6,1
c5527_g3_i1_d24_1446,.001,12,1
c5527_g3_i1_d24_1446,.001,14,1
c5527_g3_i1_d24_1446,.001,18,1
c5527_g3_i1_d24_1446,0.110546937,21,13265.63242
c5527_g3_i1_d24_1446,1.095545839,24,10955.45839
c5527_g3_i1_d24_1446,.001,26,1
c5527_g3_i1_d24_1446,.001,30,1
c4462_g1_i1_d21_1427,.001,6,1
c4462_g1_i1_d21_1427,.001,12,1
c4462_g1_i1_d21_1427,.001,14,1
c4462_g1_i1_d21_1427,0.030203992,18,1812.239538
c4462_g1_i1_d21_1427,0.100997776,21,12119.73317
c4462_g1_i1_d21_1427,.001,24,1
c4462_g1_i1_d21_1427,.001,26,1
c4462_g1_i1_d21_1427,.001,30,1
c2232_g1_i1_d30_1474,.001,6,1
c2232_g1_i1_d30_1474,.001,12,1
c2232_g1_i1_d30_1474,.001,14,1
c2232_g1_i1_d30_1474,.001,18,1
c2232_g1_i1_d30_1474,.001,21,1
c2232_g1_i1_d30_1474,.001,24,1
c2232_g1_i1_d30_1474,.001,26,1
c2232_g1_i1_d30_1474,0.035663526,30,35.66352627
c4029_g1_i1_d30_1423,.001,6,1
c4029_g1_i1_d30_1423,.001,12,1
c4029_g1_i1_d30_1423,.001,14,1
c4029_g1_i1_d30_1423,1.027789314,18,61667.35883
c4029_g1_i1_d30_1423,.001,21,1
c4029_g1_i1_d30_1423,.001,24,1
c4029_g1_i1_d30_1423,.001,26,1
