VSG,pct,day,parasites
c4483_g5_i1_d21_943,0.014405496,14,2592.989365
c4483_g5_i1_d21_943,.001,18,1
c4483_g5_i1_d21_943,.001,21,1
c4483_g5_i1_d21_943,.001,24,1
c4483_g5_i1_d21_943,0.069383309,26,69.38330881
c4483_g5_i1_d21_943,.001,30,1
c2595_g1_i2_d12_1449,0.014134796,6,282.6959116
c2595_g1_i2_d12_1449,.001,12,1
c2595_g1_i2_d12_1449,.001,14,1
c2595_g1_i2_d12_1449,27.80606436,18,27806.06436
c2595_g1_i2_d12_1449,.001,21,1
c2595_g1_i2_d12_1449,.001,24,1
c2595_g1_i2_d12_1449,.001,26,1
c2595_g1_i2_d12_1449,.001,30,1
c3801_g2_i4_d18_1029,0.011205204,6,224.1040847
c3801_g2_i4_d18_1029,.001,12,1
c3801_g2_i4_d18_1029,.001,14,1
c3801_g2_i4_d18_1029,0.032697855,18,32.69785457
c3801_g2_i4_d18_1029,0.018532015,21,741.2805956
c3801_g2_i4_d18_1029,.001,24,1
c3801_g2_i4_d18_1029,0.035323482,26,35.32348243
c3801_g2_i4_d18_1029,.001,30,1
c3733_g1_i1_d30_948,.001,6,1
c3733_g1_i1_d30_948,.001,12,1
c3733_g1_i1_d30_948,.001,14,1
c3733_g1_i1_d30_948,0.010738633,18,10.73863345
c3733_g1_i1_d30_948,.001,21,1
c3733_g1_i1_d30_948,.001,24,1
c3733_g1_i1_d30_948,.001,26,1
c3733_g1_i1_d30_948,.001,30,1
c2524_g1_i1_d6-7_1452,.001,6,1
c2524_g1_i1_d6-7_1452,.001,12,1
c2524_g1_i1_d6-7_1452,.001,14,1
c2524_g1_i1_d6-7_1452,0.011274132,18,11.27413198
c2524_g1_i1_d6-7_1452,0.013632746,21,545.3098412
c2524_g1_i1_d6-7_1452,.001,24,1
c2524_g1_i1_d6-7_1452,.001,26,1
c2524_g1_i1_d6-7_1452,.001,30,1
c4596_g3_i2_d14_1497,.001,6,1
c4596_g3_i2_d14_1497,.001,12,1
c4596_g3_i2_d14_1497,.001,14,1
c4596_g3_i2_d14_1497,0.912989322,18,912.9893225
c4596_g3_i2_d14_1497,48.38660304,21,1935464.122
c4596_g3_i2_d14_1497,99.78105749,24,14967158.62
c4596_g3_i2_d14_1497,2.451584735,26,2451.584735
c4596_g3_i2_d14_1497,0.012260103,30,2697.222722
c4596_g2_i1_d14_1422,.001,6,1
c4596_g2_i1_d14_1422,3.39391094,12,67878.21881
c4596_g2_i1_d14_1422,.001,14,1
c4596_g2_i1_d14_1422,.001,18,1
c4596_g2_i1_d14_1422,.001,21,1
c4596_g2_i1_d14_1422,.001,24,1
c4596_g2_i1_d14_1422,.001,26,1
c4596_g2_i1_d14_1422,.001,30,1
c3774_g1_i1_d26_1398,.001,6,1
c3774_g1_i1_d26_1398,.001,12,1
c3774_g1_i1_d26_1398,.001,14,1
c3774_g1_i1_d26_1398,.001,18,1
c3774_g1_i1_d26_1398,.001,21,1
c3774_g1_i1_d26_1398,.001,24,1
c3774_g1_i1_d26_1398,3.02398726,26,3023.98726
c3774_g1_i1_d26_1398,.001,30,1
c5532_g2_i2_d24_1007,.001,6,1
c5532_g2_i2_d24_1007,.001,12,1
c5532_g2_i2_d24_1007,.001,14,1
c5532_g2_i2_d24_1007,.001,18,1
c5532_g2_i2_d24_1007,.001,21,1
c5532_g2_i2_d24_1007,.001,24,1
c5532_g2_i2_d24_1007,0.015403288,26,15.40328779
c5532_g2_i2_d24_1007,.001,30,1
c3761_g2_i1_d26_1392,.001,6,1
c3761_g2_i1_d26_1392,.001,12,1
c3761_g2_i1_d26_1392,.001,14,1
c3761_g2_i1_d26_1392,4.749632431,18,4749.632431
c3761_g2_i1_d26_1392,0.018859428,21,754.3771167
c3761_g2_i1_d26_1392,.001,24,1
c3761_g2_i1_d26_1392,0.038669078,26,38.66907794
c3761_g2_i1_d26_1392,.001,30,1
c3738_g2_i1_d18_1404,.001,6,1
c3738_g2_i1_d18_1404,.001,12,1
c3738_g2_i1_d18_1404,.001,14,1
c3738_g2_i1_d18_1404,0.05060894,18,50.60894018
c3738_g2_i1_d18_1404,7.869727588,21,314789.1035
c3738_g2_i1_d18_1404,.001,24,1
c3738_g2_i1_d18_1404,.001,26,1
c3738_g2_i1_d18_1404,.001,30,1
c5310_g1_i1_d24_1462,.001,6,1
c5310_g1_i1_d24_1462,.001,12,1
c5310_g1_i1_d24_1462,.001,14,1
c5310_g1_i1_d24_1462,.001,18,1
c5310_g1_i1_d24_1462,.001,21,1
c5310_g1_i1_d24_1462,.001,24,1
c5310_g1_i1_d24_1462,0.974042711,26,974.0427112
c5310_g1_i1_d24_1462,.001,30,1
c6551_g1_i1_d21_1482,.001,6,1
c6551_g1_i1_d21_1482,.001,12,1
c6551_g1_i1_d21_1482,.001,14,1
c6551_g1_i1_d21_1482,.001,18,1
c6551_g1_i1_d21_1482,0.091661654,21,3666.466149
c6551_g1_i1_d21_1482,.001,24,1
c6551_g1_i1_d21_1482,0.084820089,26,84.82008884
c6551_g1_i1_d21_1482,.001,30,1
c1999_g1_i1_d18_1302,.001,6,1
c1999_g1_i1_d18_1302,21.65443095,12,433088.619
c1999_g1_i1_d18_1302,13.61828465,14,2451291.236
c1999_g1_i1_d18_1302,.001,18,1
c1999_g1_i1_d18_1302,.001,21,1
c1999_g1_i1_d18_1302,.001,24,1
c1999_g1_i1_d18_1302,.001,26,1
c1999_g1_i1_d18_1302,.001,30,1
c4621_g1_i1_d14_1551,.001,6,1
c4621_g1_i1_d14_1551,3.069587631,12,61391.75261
c4621_g1_i1_d14_1551,.001,14,1
c4621_g1_i1_d14_1551,.001,18,1
c4621_g1_i1_d14_1551,.001,21,1
c4621_g1_i1_d14_1551,.001,24,1
c4621_g1_i1_d14_1551,.001,26,1
c4621_g1_i1_d14_1551,.001,30,1
c470_g1_i1_d12_1461,.001,6,1
c470_g1_i1_d12_1461,0.885434102,12,17708.68203
c470_g1_i1_d12_1461,30.33979577,14,5461163.238
c470_g1_i1_d12_1461,.001,18,1
c470_g1_i1_d12_1461,0.033558221,21,1342.328823
c470_g1_i1_d12_1461,.001,24,1
c470_g1_i1_d12_1461,.001,26,1
c470_g1_i1_d12_1461,.001,30,1
c3963_g1_i1_d30_1512,.001,6,1
c3963_g1_i1_d30_1512,0.360969473,12,7219.389455
c3963_g1_i1_d30_1512,0.040135166,14,7224.329852
c3963_g1_i1_d30_1512,0.023409993,18,23.40999258
c3963_g1_i1_d30_1512,0.013966027,21,558.6410792
c3963_g1_i1_d30_1512,.001,24,1
c3963_g1_i1_d30_1512,.001,26,1
c3963_g1_i1_d30_1512,.001,30,1
c2673_g1_i1_d14_1439,.001,6,1
c2673_g1_i1_d14_1439,0.272112862,12,5442.257247
c2673_g1_i1_d14_1439,24.73206518,14,4451771.733
c2673_g1_i1_d14_1439,.001,18,1
c2673_g1_i1_d14_1439,.001,21,1
c2673_g1_i1_d14_1439,.001,24,1
c2673_g1_i1_d14_1439,.001,26,1
c2673_g1_i1_d14_1439,.001,30,1
c3604_g1_i3_d18_1482,.001,6,1
c3604_g1_i3_d18_1482,0.204555702,12,4091.114035
c3604_g1_i3_d18_1482,0.076038734,14,13686.97207
c3604_g1_i3_d18_1482,.001,18,1
c3604_g1_i3_d18_1482,.001,21,1
c3604_g1_i3_d18_1482,.001,24,1
c3604_g1_i3_d18_1482,.001,26,1
c3604_g1_i3_d18_1482,.001,30,1
c3444_g1_i1_d18_1419,.001,6,1
c3444_g1_i1_d18_1419,0.143444941,12,2868.898826
c3444_g1_i1_d18_1419,0.181123081,14,32602.15463
c3444_g1_i1_d18_1419,0.011004676,18,11.00467625
c3444_g1_i1_d18_1419,0.028194463,21,1127.778535
c3444_g1_i1_d18_1419,.001,24,1
c3444_g1_i1_d18_1419,.001,26,1
c3444_g1_i1_d18_1419,.001,30,1
c3790_g6_i2_d26_1512,.001,6,1
c3790_g6_i2_d26_1512,0.062012391,12,1240.24782
c3790_g6_i2_d26_1512,0.024280471,14,4370.484733
c3790_g6_i2_d26_1512,.001,18,1
c3790_g6_i2_d26_1512,.001,21,1
c3790_g6_i2_d26_1512,.001,24,1
c3790_g6_i2_d26_1512,.001,26,1
c3790_g6_i2_d26_1512,.001,30,1
c329_g1_i1_d12_1533,.001,6,1
c329_g1_i1_d12_1533,.001,12,1
c329_g1_i1_d12_1533,0.015931648,14,2867.69657
c329_g1_i1_d12_1533,.001,18,1
c329_g1_i1_d12_1533,.001,21,1
c329_g1_i1_d12_1533,.001,24,1
c329_g1_i1_d12_1533,.001,26,1
c329_g1_i1_d12_1533,.001,30,1
c473_g1_i1_d12_1605,.001,6,1
c473_g1_i1_d12_1605,.001,12,1
c473_g1_i1_d12_1605,.001,14,1
c473_g1_i1_d12_1605,.001,18,1
c473_g1_i1_d12_1605,.001,21,1
c473_g1_i1_d12_1605,.001,24,1
c473_g1_i1_d12_1605,0.043063563,26,43.06356316
c473_g1_i1_d12_1605,.001,30,1
c4361_g1_i1_d21_1458,.001,6,1
c4361_g1_i1_d21_1458,.001,12,1
c4361_g1_i1_d21_1458,0.031204306,14,5616.775115
c4361_g1_i1_d21_1458,0.059531896,18,59.53189561
c4361_g1_i1_d21_1458,0.013551579,21,542.0631735
c4361_g1_i1_d21_1458,.001,24,1
c4361_g1_i1_d21_1458,0.077323486,26,77.32348648
c4361_g1_i1_d21_1458,.001,30,1
c4596_g4_i1_d14_1383,.001,6,1
c4596_g4_i1_d14_1383,.001,12,1
c4596_g4_i1_d14_1383,0.033037406,14,5946.733132
c4596_g4_i1_d14_1383,.001,18,1
c4596_g4_i1_d14_1383,.001,21,1
c4596_g4_i1_d14_1383,.001,24,1
c4596_g4_i1_d14_1383,.001,26,1
c4596_g4_i1_d14_1383,.001,30,1
c2548_g1_i1_d12_1494,.001,6,1
c2548_g1_i1_d12_1494,.001,12,1
c2548_g1_i1_d12_1494,.001,14,1
c2548_g1_i1_d12_1494,.001,18,1
c2548_g1_i1_d12_1494,.001,21,1
c2548_g1_i1_d12_1494,.001,24,1
c2548_g1_i1_d12_1494,0.067139257,26,67.139257
c2548_g1_i1_d12_1494,0.043067853,30,9474.927672
c580_g1_i1_d12_1454,.001,6,1
c580_g1_i1_d12_1454,.001,12,1
c580_g1_i1_d12_1454,0.011877183,14,2137.892972
c580_g1_i1_d12_1454,.001,18,1
c580_g1_i1_d12_1454,.001,21,1
c580_g1_i1_d12_1454,.001,24,1
c580_g1_i1_d12_1454,.001,26,1
c580_g1_i1_d12_1454,.001,30,1
c4596_g1_i1_d14_1519,.001,6,1
c4596_g1_i1_d14_1519,.001,12,1
c4596_g1_i1_d14_1519,.001,14,1
c4596_g1_i1_d14_1519,.001,18,1
c4596_g1_i1_d14_1519,.001,21,1
c4596_g1_i1_d14_1519,.001,24,1
c4596_g1_i1_d14_1519,0.020301797,26,20.30179706
c4596_g1_i1_d14_1519,.001,30,1
c665_g1_i1_d26_1453,.001,6,1
c665_g1_i1_d26_1453,.001,12,1
c665_g1_i1_d26_1453,.001,14,1
c665_g1_i1_d26_1453,.001,18,1
c665_g1_i1_d26_1453,.001,21,1
c665_g1_i1_d26_1453,.001,24,1
c665_g1_i1_d26_1453,0.045233038,26,45.23303843
c665_g1_i1_d26_1453,.001,30,1
c3840_g1_i1_d18_1485,.001,6,1
c3840_g1_i1_d18_1485,.001,12,1
c3840_g1_i1_d18_1485,.001,14,1
c3840_g1_i1_d18_1485,0.032818588,18,32.81858789
c3840_g1_i1_d18_1485,0.051547594,21,2061.903762
c3840_g1_i1_d18_1485,.001,24,1
c3840_g1_i1_d18_1485,.001,26,1
c3840_g1_i1_d18_1485,.001,30,1
c3981_g4_i1_d30_1542,.001,6,1
c3981_g4_i1_d30_1542,.001,12,1
c3981_g4_i1_d30_1542,.001,14,1
c3981_g4_i1_d30_1542,.001,18,1
c3981_g4_i1_d30_1542,0.014699391,21,587.9756342
c3981_g4_i1_d30_1542,.001,24,1
c3981_g4_i1_d30_1542,.001,26,1
c3981_g4_i1_d30_1542,.001,30,1
c4501_g1_i1_d14_1470,.001,6,1
c4501_g1_i1_d14_1470,.001,12,1
c4501_g1_i1_d14_1470,.001,14,1
c4501_g1_i1_d14_1470,0.01227396,18,12.27395987
c4501_g1_i1_d14_1470,0.020209323,21,808.3729039
c4501_g1_i1_d14_1470,.001,24,1
c4501_g1_i1_d14_1470,.001,26,1
c4501_g1_i1_d14_1470,.001,30,1
c3778_g4_i1_d18_1377,.001,6,1
c3778_g4_i1_d18_1377,.001,12,1
c3778_g4_i1_d18_1377,.001,14,1
c3778_g4_i1_d18_1377,0.896124608,18,896.1246083
c3778_g4_i1_d18_1377,1.311988826,21,52479.55305
c3778_g4_i1_d18_1377,.001,24,1
c3778_g4_i1_d18_1377,.001,26,1
c3778_g4_i1_d18_1377,0.013186994,30,2901.138613
c3724_g1_i3_d26_1371,.001,6,1
c3724_g1_i3_d26_1371,.001,12,1
c3724_g1_i3_d26_1371,.001,14,1
c3724_g1_i3_d26_1371,.001,18,1
c3724_g1_i3_d26_1371,0.503412322,21,20136.49288
c3724_g1_i3_d26_1371,.001,24,1
c3724_g1_i3_d26_1371,0.049161998,26,49.16199849
c3724_g1_i3_d26_1371,.001,30,1
c4517_g2_i1_d21_1467,.001,6,1
c4517_g2_i1_d21_1467,.001,12,1
c4517_g2_i1_d21_1467,0.010964741,14,1973.653388
c4517_g2_i1_d21_1467,61.75241864,18,61752.41864
c4517_g2_i1_d21_1467,0.099851642,21,3994.065694
c4517_g2_i1_d21_1467,.001,24,1
c4517_g2_i1_d21_1467,0.011590505,26,11.59050469
c4517_g2_i1_d21_1467,0.013681054,30,3009.831981
c3761_g8_i1_d26_1470,.001,6,1
c3761_g8_i1_d26_1470,.001,12,1
c3761_g8_i1_d26_1470,.001,14,1
c3761_g8_i1_d26_1470,.001,18,1
c3761_g8_i1_d26_1470,.001,21,1
c3761_g8_i1_d26_1470,.001,24,1
c3761_g8_i1_d26_1470,0.043173634,26,43.17363412
c3761_g8_i1_d26_1470,.001,30,1
c2851_g1_i2_d26_1412,.001,6,1
c2851_g1_i2_d26_1412,.001,12,1
c2851_g1_i2_d26_1412,.001,14,1
c2851_g1_i2_d26_1412,.001,18,1
c2851_g1_i2_d26_1412,.001,21,1
c2851_g1_i2_d26_1412,.001,24,1
c2851_g1_i2_d26_1412,0.033231111,26,33.23111053
c2851_g1_i2_d26_1412,.001,30,1
c1696_g1_i1_d12_1582,.001,6,1
c1696_g1_i1_d12_1582,.001,12,1
c1696_g1_i1_d12_1582,.001,14,1
c1696_g1_i1_d12_1582,.001,18,1
c1696_g1_i1_d12_1582,.001,21,1
c1696_g1_i1_d12_1582,.001,24,1
c1696_g1_i1_d12_1582,0.015951845,26,15.95184545
c1696_g1_i1_d12_1582,.001,30,1
c3205_g1_i1_d26_1422,.001,6,1
c3205_g1_i1_d26_1422,.001,12,1
c3205_g1_i1_d26_1422,.001,14,1
c3205_g1_i1_d26_1422,0.237833382,18,237.8333824
c3205_g1_i1_d26_1422,0.757946902,21,30317.8761
c3205_g1_i1_d26_1422,.001,24,1
c3205_g1_i1_d26_1422,.001,26,1
c3205_g1_i1_d26_1422,.001,30,1
c3805_g1_i1_d30_1476,.001,6,1
c3805_g1_i1_d30_1476,.001,12,1
c3805_g1_i1_d30_1476,.001,14,1
c3805_g1_i1_d30_1476,.001,18,1
c3805_g1_i1_d30_1476,.001,21,1
c3805_g1_i1_d30_1476,.001,24,1
c3805_g1_i1_d30_1476,0.366324076,26,366.3240763
c3805_g1_i1_d30_1476,8.85130129,30,1947286.284
c4454_g1_i1_d21_1473,.001,6,1
c4454_g1_i1_d21_1473,.001,12,1
c4454_g1_i1_d21_1473,.001,14,1
c4454_g1_i1_d21_1473,.001,18,1
c4454_g1_i1_d21_1473,.001,21,1
c4454_g1_i1_d21_1473,.001,24,1
c4454_g1_i1_d21_1473,0.08270443,26,82.70442995
c4454_g1_i1_d21_1473,.001,30,1
c1613_g1_i1_d21_1455,.001,6,1
c1613_g1_i1_d21_1455,.001,12,1
c1613_g1_i1_d21_1455,.001,14,1
c1613_g1_i1_d21_1455,0.208054532,18,208.0545318
c1613_g1_i1_d21_1455,.001,21,1
c1613_g1_i1_d21_1455,.001,24,1
c1613_g1_i1_d21_1455,.001,26,1
c1613_g1_i1_d21_1455,.001,30,1
c5515_g4_i2_d24_1154,.001,6,1
c5515_g4_i2_d24_1154,.001,12,1
c5515_g4_i2_d24_1154,.001,14,1
c5515_g4_i2_d24_1154,0.189477178,18,189.4771777
c5515_g4_i2_d24_1154,.001,21,1
c5515_g4_i2_d24_1154,.001,24,1
c5515_g4_i2_d24_1154,4.505151173,26,4505.151173
c5515_g4_i2_d24_1154,.001,30,1
c2414_g1_i3_d18_1404,.001,6,1
c2414_g1_i3_d18_1404,.001,12,1
c2414_g1_i3_d18_1404,.001,14,1
c2414_g1_i3_d18_1404,1.53937912,18,1539.37912
c2414_g1_i3_d18_1404,.001,21,1
c2414_g1_i3_d18_1404,.001,24,1
c2414_g1_i3_d18_1404,.001,26,1
c2414_g1_i3_d18_1404,.001,30,1
c3608_g1_i1_d18_1354,.001,6,1
c3608_g1_i1_d18_1354,.001,12,1
c3608_g1_i1_d18_1354,.001,14,1
c3608_g1_i1_d18_1354,0.039065154,18,39.06515398
c3608_g1_i1_d18_1354,.001,21,1
c3608_g1_i1_d18_1354,.001,24,1
c3608_g1_i1_d18_1354,.001,26,1
c3608_g1_i1_d18_1354,.001,30,1
c4459_g2_i1_d21_1469,.001,6,1
c4459_g2_i1_d21_1469,.001,12,1
c4459_g2_i1_d21_1469,.001,14,1
c4459_g2_i1_d21_1469,.001,18,1
c4459_g2_i1_d21_1469,.001,21,1
c4459_g2_i1_d21_1469,.001,24,1
c4459_g2_i1_d21_1469,0.74926518,26,749.2651798
c4459_g2_i1_d21_1469,.001,30,1
c4462_g1_i1_d21_1427,.001,6,1
c4462_g1_i1_d21_1427,.001,12,1
c4462_g1_i1_d21_1427,.001,14,1
c4462_g1_i1_d21_1427,0.164112209,18,164.1122087
c4462_g1_i1_d21_1427,.001,21,1
c4462_g1_i1_d21_1427,.001,24,1
c4462_g1_i1_d21_1427,.001,26,1
c4462_g1_i1_d21_1427,.001,30,1
c3607_g1_i1_d18_1435,.001,6,1
c3607_g1_i1_d18_1435,.001,12,1
c3607_g1_i1_d18_1435,.001,14,1
c3607_g1_i1_d18_1435,.001,18,1
c3607_g1_i1_d18_1435,1.218160204,21,48726.40814
c3607_g1_i1_d18_1435,.001,24,1
c3607_g1_i1_d18_1435,.001,26,1
c3607_g1_i1_d18_1435,.001,30,1
c4435_g2_i2_d21_1692,.001,6,1
c4435_g2_i2_d21_1692,.001,12,1
c4435_g2_i2_d21_1692,.001,14,1
c4435_g2_i2_d21_1692,.001,18,1
c4435_g2_i2_d21_1692,0.018335254,21,733.4101752
c4435_g2_i2_d21_1692,.001,24,1
c4435_g2_i2_d21_1692,.001,26,1
c4435_g2_i2_d21_1692,.001,30,1
c3836_g2_i1_d18_1600,.001,6,1
c3836_g2_i1_d18_1600,.001,12,1
c3836_g2_i1_d18_1600,.001,14,1
c3836_g2_i1_d18_1600,0.032480044,18,32.48004414
c3836_g2_i1_d18_1600,2.78441616,21,111376.6464
c3836_g2_i1_d18_1600,.001,24,1
c3836_g2_i1_d18_1600,0.011560928,26,11.56092829
c3836_g2_i1_d18_1600,.001,30,1
c3107_g1_i1_d24_1470,.001,6,1
c3107_g1_i1_d24_1470,.001,12,1
c3107_g1_i1_d24_1470,.001,14,1
c3107_g1_i1_d24_1470,0.403909245,18,403.9092446
c3107_g1_i1_d24_1470,1.472654336,21,58906.17344
c3107_g1_i1_d24_1470,.001,24,1
c3107_g1_i1_d24_1470,.001,26,1
c3107_g1_i1_d24_1470,.001,30,1
c452_g1_i1_d21_1533,.001,6,1
c452_g1_i1_d21_1533,.001,12,1
c452_g1_i1_d21_1533,.001,14,1
c452_g1_i1_d21_1533,0.227874473,18,227.8744734
c452_g1_i1_d21_1533,29.14224225,21,1165689.69
c452_g1_i1_d21_1533,.001,24,1
c452_g1_i1_d21_1533,.001,26,1
c452_g1_i1_d21_1533,.001,30,1
c2383_g1_i1_d21_1317,.001,6,1
c2383_g1_i1_d21_1317,.001,12,1
c2383_g1_i1_d21_1317,.001,14,1
c2383_g1_i1_d21_1317,0.058878412,18,58.87841162
c2383_g1_i1_d21_1317,5.173029844,21,206921.1938
c2383_g1_i1_d21_1317,0.059928193,24,8989.228906
c2383_g1_i1_d21_1317,.001,26,1
c2383_g1_i1_d21_1317,.001,30,1
c3761_g7_i1_d26_1485,.001,6,1
c3761_g7_i1_d26_1485,.001,12,1
c3761_g7_i1_d26_1485,.001,14,1
c3761_g7_i1_d26_1485,0.020782143,18,20.78214299
c3761_g7_i1_d26_1485,.001,21,1
c3761_g7_i1_d26_1485,.001,24,1
c3761_g7_i1_d26_1485,0.08616552,26,86.16551994
c3761_g7_i1_d26_1485,.001,30,1
c3865_g1_i3_d18_1395,.001,6,1
c3865_g1_i3_d18_1395,.001,12,1
c3865_g1_i3_d18_1395,.001,14,1
c3865_g1_i3_d18_1395,0.013169609,18,13.1696092
c3865_g1_i3_d18_1395,0.0120897,21,483.5880046
c3865_g1_i3_d18_1395,.001,24,1
c3865_g1_i3_d18_1395,5.603836254,26,5603.836254
c3865_g1_i3_d18_1395,.001,30,1
c4435_g5_i1_d21_1570,.001,6,1
c4435_g5_i1_d21_1570,.001,12,1
c4435_g5_i1_d21_1570,.001,14,1
c4435_g5_i1_d21_1570,.001,18,1
c4435_g5_i1_d21_1570,0.112507976,21,4500.319043
c4435_g5_i1_d21_1570,.001,24,1
c4435_g5_i1_d21_1570,.001,26,1
c4435_g5_i1_d21_1570,.001,30,1
c4029_g1_i1_d30_1423,.001,6,1
c4029_g1_i1_d30_1423,.001,12,1
c4029_g1_i1_d30_1423,.001,14,1
c4029_g1_i1_d30_1423,.001,18,1
c4029_g1_i1_d30_1423,0.022919383,21,916.7753172
c4029_g1_i1_d30_1423,.001,24,1
c4029_g1_i1_d30_1423,0.027401709,26,27.40170868
c4029_g1_i1_d30_1423,.001,30,1
c3578_g2_i2_d26_1569,.001,6,1
